CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} , 20210512080100.003666-420 , C:\Windows\system32\DllHost.exe,776 , 3796 , ('DESKTOP-0UPL3QB', 0, 'Mija') , N/A
"C:\Windows\system32\notepad.exe"  , 20210512080146.471541-420 , C:\Windows\system32\notepad.exe,4184 , 2452 , ('DESKTOP-0UPL3QB', 0, 'Mija') , N/A
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
CommandLine, Time, Executable, Parent PID, PID, User, SID, Privileges
None , 20210512081958.028325-420 , None ,7792 , 740 , (None, 2, None) , (2, None) , N/A
None , 20210512082003.570450-420 , None ,7792 , 9088 , (None, 2, None) , (2, None) , N/A
None , 20210512082005.984059-420 , None ,7792 , 7720 , (None, 2, None) , (2, None) , N/A
None , 20210512082027.961317-420 , None ,7792 , 8580 , (None, 2, None) , (2, None) , N/A
None , 20210512082029.473922-420 , None ,7792 , 8764 , (None, 2, None) , (2, None) , N/A
None , 20210512082030.503445-420 , None ,7792 , 6024 , (None, 2, None) , (2, None) , N/A
None , 20210512082030.999331-420 , None ,7792 , 9144 , (None, 2, None) , (2, None) , N/A
None , 20210512082039.095941-420 , None ,7792 , 2948 , (None, 2, None) , (2, None) , N/A
None , 20210512082042.654650-420 , None ,7792 , 2464 , (None, 2, None) , (2, None) , N/A
None , 20210512082048.729920-420 , None ,7792 , 7304 , (None, 2, None) , (2, None) , N/A
None , 20210512082051.437420-420 , None ,7792 , 5024 , (None, 2, None) , (2, None) , N/A
None , 20210512082053.060997-420 , None ,7792 , 9168 , (None, 2, None) , (2, None) , N/A
None , 20210512082057.438567-420 , None ,7792 , 8664 , (None, 2, None) , (2, None) , N/A
None , 20210512082058.429859-420 , None ,7792 , 9172 , (None, 2, None) , (2, None) , N/A
None , 20210512082059.399080-420 , None ,652 , 9128 , (None, 2, None) , (2, None) , N/A
None , 20210512082100.306651-420 , None ,776 , 7896 , (None, 2, None) , (2, None) , N/A
None , 20210512082104.632082-420 , None ,7792 , 7616 , (None, 2, None) , (2, None) , N/A
None , 20210512082105.460364-420 , None ,7792 , 7992 , (None, 2, None) , (2, None) , N/A
None , 20210512082108.488335-420 , None ,7792 , 2224 , (None, 2, None) , (2, None) , N/A
None , 20210512082110.255341-420 , None ,7792 , 1672 , (None, 2, None) , (2, None) , N/A
